2.30192, 0.362552, 3.92982, 2.33359, -0.852745, 1.21846, 7.01519, 
1.76743, 0.529224, 0.12555, 0.172385, 0.0124264, 0.104033, 0.0221074, 
2.97095, 0.0176282, 9.66322, 0.777329, 2.06414, -0.0866537, 0.527322, 
2.65614, 0.0600456, 5.6102, 0.585033, 1.03181, 0.132957, 0.242322, 
7.81153, 57.3345, 32.8834, 6.6503, 45.1466, -1.18415, 87.3695, 
1.94551, 0.949209, 1.26857, 0.553049, 0.457742, 0.511423, 0.071126, 
1.95708, 0.616071, 1.27244, 0.431514, 0.304013, 0.272849, -0.0990763, 
3.19791, 4.25604, 4.47388, 3.1856, 11.3251, 6.52086, 4.04611, 
1.89466, 1.1153, 0.63404, 0.328518, 0.141328, 0.344795, 0.0500643, 
1.94931, 1.38213, 0.604664, 0.556542, 0.317112, 0.653981, 0.0606138, 
1.89079, 0.909404, 0.0257619, 0.192638, 0.00864445, 0.183431, 0.0104612, 
2.99805, 1.64219, 2.49044, 2.79904, 7.09127, 3.23852, 2.08038, 
3.17456, 2.26557, 3.04829, 3.37437, 10.284, 4.51923, 3.37055, 
3.10537, 5.38028, 1.85066, 0.522185, 0.14929, -0.445106, 0.491146, 
3.14673, 6.93139, 1.4873, 2.17131, 3.83588, 5.69306, 0.715052, 
3.52796, 2.08447, 0.00120656, 2.32268, 0.0428075, 3.22896, -0.115266, 
3.41893, 3.14316, 0.689849, 3.17332, 2.87245, 5.62594, 3.71394, 
1.88887, 0.40636, 1.18741, 0.203014, 0.0934335, 0.110855, 0.0347201, 
3.24549, 2.26784, 2.17041, 4.18039, 12.1184, 6.29497, 3.42105, 
3.40242, 2.68153, 4.74258, 2.99117, 10.7487, 4.58166, 3.37437, 
3.59153, 0.790949, 36.7619, 6.00573, 9.95971, 1.62444, 88.6799, 
3.46151, 1.01603, 27.7614, 4.40836, 38.3751, 4.01079, 30.0947, 
3.70292, 0.971225, 49.2433, 10.6215, 97.8516, 4.83604, 222.332, 
3.52281, 3.46341, 2.18402, 3.1431, 8.2245, 5.81182, 0.416297, 
2.00563, 0.173508, 2.72181, 0.269971, -0.23139, 0.112385, 0.00381884, 
4.3024, 11.5071, 5.71242, 1.1872, 1.51414, 0.136793, 2.69554, 
2.95207, 3.45858, 3.13749, 3.05712, 9.41912, 5.65804, -0.96102, 
7.84109, 59.4182, 5.5173, 0.81602, 0.249601, -0.0650324, -1.71338, 
3.90144, 5.76619, 4.01878, 0.522165, 0.45824, 0.430795, 0.60181, 
1.58107, 0.930849, 0.31969, 0.121497, 0.0225956, 0.0989036, -0.00792432, 
7.29037, 45.6489, 64.1889, 33.1999, 1499.23, 187.585, 318.194, 
3.26054, 6.97696, 2.60546, 0.382516, -0.308063, -0.991206, 0.22566, 
7.94659, 58.8608, 26.3898, 11.2921, 184.575, 71.19, -62.6901, 
1.90317, 0.938053, 0.295599, 0.498175, 0.184576, 0.480107, 0.0497864, 
3.32493, 2.28811, 6.46727, 2.49536, 9.71067, 3.39874, 2.48837, 
3.08079, 2.41871, 1.55448, 2.84026, 5.81402, 4.3955, 1.34697, 
7.92391, 51.3971, 91.7742, 13.4768, -0.204509, -34.4642, 473.959, 
3.35746, 5.91968, 2.16395, 0.787673, -0.00113925, -0.784346, 1.02835, 
2.8608, 4.39793, 0.495737, 0.233543, 0.0170121, -0.217842, 0.0776226, 
2.27699, 0.327029, 0.166712, 0.053454, -0.00478265, -0.00484089, -0.00160905, 
7.90567, 56.9684, 44.6681, 16.3402, 396.482, 73.3705, 194.12, 
2.30742, 0.402343, 0.241149, 0.0304181, -0.00199074, -0.00945005, 0.00168049, 
3.96903, 1.11004, 18.2907, 10.94, 72.6761, 11.524, 136.626, 
3.59964, 0.87392, 13.247, 7.25498, 46.3193, 6.55553, 53.973, 
2.26426, 2.25973, 0.438514, 0.0809918, 0.0151239, 0.0478327, -0.0020596, 
7.99287, 58.8771, 55.2337, 18.542, 518.535, 75.2849, 288.488, 
3.03771, 0.340268, 6.60223, 1.87424, -6.34989, 1.0931, -1.77387, 
7.3002, 50.252, 9.58311, 7.5966, 64.7483, 53.2455, -2.9611, 
1.95869, 0.06564, 2.85799, 0.35332, -0.213519, 0.0891519, 0.283666, 
2.01518, 0.985971, 1.08902, 0.706962, 0.613267, 0.679479, -0.0932356, 
