0.503226, 0.00645161, 0.470968, 0.0129032, 0.00645161, 0, 0, 0, 0, 0, 
0.432258, 0.00645161, 0.535484, 0.0258065, 0, 0, 0, 0, 0, 0, 
0.341935, 0.00645161, 0.651613, 0, 0, 0, 0, 0, 0, 0, 
0.4, 0.00645161, 0.567742, 0.0258065, 0, 0, 0, 0, 0, 0, 
0.387097, 0.00645161, 0.587097, 0.00645161, 0.00645161, 0.00645161, 0, 0, 0, 0, 
0.406452, 0.00645161, 0.567742, 0.0129032, 0.00645161, 0, 0, 0, 0, 0, 
0.43871, 0.00645161, 0.529032, 0.00645161, 0.0129032, 0.00645161, 0, 0, 0, 0, 
0.374194, 0.00645161, 0.56129, 0.0322581, 0.0258065, 0, 0, 0, 0, 0, 
0.521875, 0.003125, 0.459375, 0.00625, 0.009375, 0, 0, 0, 0, 0, 
0.625, 0.003125, 0.359375, 0.00625, 0.00625, 0, 0, 0, 0, 0, 
0.490323, 0.00645161, 0.483871, 0, 0.0129032, 0, 0.00645161, 0, 0, 0, 
0.596875, 0.003125, 0.3875, 0.00625, 0.00625, 0, 0, 0, 0, 0, 
0.459375, 0.003125, 0.528125, 0.00625, 0.003125, 0, 0, 0, 0, 0, 
0.521875, 0.003125, 0.459375, 0.0125, 0.003125, 0, 0, 0, 0, 0, 
0.496774, 0.00645161, 0.477419, 0, 0.0129032, 0, 0.00645161, 0, 0, 0, 
0.46875, 0.003125, 0.51875, 0.00625, 0.003125, 0, 0, 0, 0, 0, 
0.440625, 0.003125, 0.540625, 0.0125, 0.003125, 0, 0, 0, 0, 0, 
0.4375, 0.003125, 0.553125, 0.00625, 0, 0, 0, 0, 0, 0, 
0.484375, 0.003125, 0.5, 0.0125, 0, 0, 0, 0, 0, 0, 
0.490323, 0.00645161, 0.483871, 0, 0.0129032, 0, 0.00645161, 0, 0, 0, 
0.432258, 0.00645161, 0.541936, 0.0129032, 0.00645161, 0, 0, 0, 0, 0, 
0.496774, 0.00645161, 0.477419, 0.0129032, 0.00645161, 0, 0, 0, 0, 0, 
0.25, 0.01, 0.68, 0.04, 0.02, 0, 0, 0, 0, 0, 
0.24, 0.02, 0.74, 0, 0, 0, 0, 0, 0, 0, 
0.18, 0.12, 0.7, 0, 0, 0, 0, 0, 0, 0, 
0.2, 0.02, 0.78, 0, 0, 0, 0, 0, 0, 0, 
0.26, 0.01, 0.67, 0.01, 0.03, 0, 0.02, 0, 0, 0, 
0.26, 0.08, 0.3, 0.04, 0.14, 0.18, 0, 0, 0, 0, 
0.26, 0.01, 0.65, 0.03, 0.05, 0, 0, 0, 0, 0, 
0.12, 0.02, 0.86, 0, 0, 0, 0, 0, 0, 0, 
0.2, 0.01, 0.79, 0, 0, 0, 0, 0, 0, 0, 
0.32, 0.1, 0.54, 0.04, 0, 0, 0, 0, 0, 0, 
0.28, 0, 0.71, 0.01, 0, 0, 0, 0, 0, 0, 
0.28, 0.01, 0.71, 0, 0, 0, 0, 0, 0, 0, 
0.27, 0.16, 0.53, 0.04, 0, 0, 0, 0, 0, 0, 
0.29, 0, 0.7, 0.01, 0, 0, 0, 0, 0, 0, 
0.23, 0.02, 0.69, 0.04, 0.02, 0, 0, 0, 0, 0, 
0.27, 0.01, 0.7, 0.02, 0, 0, 0, 0, 0, 0, 
0.3, 0.01, 0.69, 0, 0, 0, 0, 0, 0, 0, 
0.27, 0.01, 0.51, 0.03, 0.18, 0, 0, 0, 0, 0, 
0.2, 0.01, 0.77, 0.02, 0, 0, 0, 0, 0, 0, 
0.28, 0.01, 0.71, 0, 0, 0, 0, 0, 0, 0, 
0.27, 0.01, 0.61, 0.04, 0.07, 0, 0, 0, 0, 0, 
0.24, 0.02, 0.74, 0, 0, 0, 0, 0, 0, 0, 
0.22, 0.01, 0.75, 0.02, 0, 0, 0, 0, 0, 0, 
0.25, 0.15, 0.6, 0, 0, 0, 0, 0, 0, 0, 
0.24, 0.01, 0.75, 0, 0, 0, 0, 0, 0, 0, 
0.27, 0.17, 0.09, 0.47, 0, 0, 0, 0, 0, 0, 
0.24, 0.01, 0.6, 0.02, 0.09, 0.02, 0.02, 0, 0, 0, 
0.18, 0.02, 0.8, 0, 0, 0, 0, 0, 0, 0, 
