0.0967742, 0.277419, 0.180645, 0.0580645, 0.103226, 0.0129032, 0.129032, 0.00645161, 0.135484, 0, 
0.28125, 0.003125, 0.440625, 0.0125, 0.096875, 0.00625, 0.071875, 0.01875, 0.06875, 0, 
0.0903226, 0.00645161, 0.458065, 0.0258065, 0.129032, 0.0129032, 0.129032, 0.0258065, 0.122581, 0, 
0.296875, 0.003125, 0.428125, 0.0125, 0.0875, 0.00625, 0.078125, 0.025, 0.0625, 0, 
0.109677, 0.00645161, 0.367742, 0.0258065, 0.193548, 0.0129032, 0.129032, 0.00645161, 0.148387, 0, 
0.109677, 0.00645161, 0.412903, 0.0258065, 0.154839, 0.0129032, 0.141935, 0.0193548, 0.116129, 0, 
0.103226, 0.00645161, 0.367742, 0.0129032, 0.180645, 0.0258065, 0.2, 0.0193548, 0.083871, 0, 
0.275, 0.003125, 0.465625, 0.0125, 0.09375, 0.00625, 0.0625, 0.0125, 0.06875, 0, 
0.28125, 0.003125, 0.4625, 0.0125, 0.096875, 0.00625, 0.05625, 0.009375, 0.071875, 0, 
0.083871, 0.00645161, 0.43871, 0.0258065, 0.154839, 0.0129032, 0.116129, 0.0580645, 0.103226, 0, 
0.0774194, 0.00645161, 0.451613, 0.0258065, 0.129032, 0.0129032, 0.167742, 0.0129032, 0.116129, 0, 
0.29375, 0.003125, 0.4625, 0.0125, 0.09375, 0.00625, 0.05, 0.025, 0.053125, 0, 
0.0774194, 0.00645161, 0.387097, 0.0193548, 0.2, 0.0258065, 0.122581, 0.0516129, 0.109677, 0, 
0.296875, 0.003125, 0.465625, 0.0125, 0.0875, 0.00625, 0.05, 0.0125, 0.065625, 0, 
0.083871, 0.00645161, 0.43871, 0.0258065, 0.148387, 0.0129032, 0.129032, 0.0451613, 0.109677, 0, 
0.328125, 0.003125, 0.446875, 0.0125, 0.0875, 0.00625, 0.04375, 0.0125, 0.059375, 0, 
0.321875, 0.003125, 0.44375, 0.0125, 0.090625, 0.00625, 0.05, 0.01875, 0.053125, 0, 
0.315625, 0.003125, 0.446875, 0.0125, 0.090625, 0.00625, 0.05, 0.01875, 0.05625, 0, 
0.284375, 0.003125, 0.425, 0.0125, 0.10625, 0.00625, 0.071875, 0.015625, 0.075, 0, 
0.31875, 0.003125, 0.440625, 0.0125, 0.084375, 0.00625, 0.071875, 0.0125, 0.05, 0, 
0.083871, 0.00645161, 0.43871, 0.0258065, 0.154839, 0.0129032, 0.122581, 0.0451613, 0.109677, 0, 
0.284375, 0.003125, 0.425, 0.0125, 0.103125, 0.00625, 0.075, 0.0125, 0.078125, 0, 
0.2875, 0.003125, 0.425, 0.0125, 0.1, 0.00625, 0.075, 0.025, 0.065625, 0, 
0.103226, 0.00645161, 0.425806, 0.0258065, 0.141935, 0.0129032, 0.122581, 0.0774194, 0.083871, 0, 
0.08, 0.02, 0.54, 0.08, 0.22, 0.06, 0, 0, 0, 0, 
0.1, 0.02, 0.62, 0.1, 0.08, 0.02, 0.06, 0, 0, 0, 
0.06, 0.02, 0.68, 0.1, 0.14, 0, 0, 0, 0, 0, 
0.12, 0.02, 0.46, 0.1, 0.16, 0.1, 0.04, 0, 0, 0, 
0.12, 0.02, 0.54, 0.14, 0.12, 0.04, 0.02, 0, 0, 0, 
0.125, 0.00833333, 0.366667, 0.0333333, 0.466667, 0, 0, 0, 0, 0, 
0.1, 0.02, 0.76, 0.08, 0.04, 0, 0, 0, 0, 0, 
0.11, 0.04, 0.5, 0.28, 0.07, 0, 0, 0, 0, 0, 
0.1, 0.02, 0.76, 0.06, 0.06, 0, 0, 0, 0, 0, 
0.15, 0.01, 0.53, 0.04, 0.11, 0.03, 0.06, 0.04, 0.03, 0, 
0.14, 0.01, 0.54, 0.06, 0.07, 0.01, 0.12, 0.04, 0.01, 0, 
0.12, 0.02, 0.5, 0.18, 0.14, 0.04, 0, 0, 0, 0, 
0.14, 0.01, 0.54, 0.09, 0.17, 0.03, 0.02, 0, 0, 0, 
0.17, 0.01, 0.48, 0.04, 0.22, 0.02, 0.06, 0, 0, 0, 
0.12, 0.01, 0.53, 0.06, 0.14, 0.08, 0.06, 0, 0, 0, 
0.11, 0.01, 0.53, 0.06, 0.06, 0.04, 0.19, 0, 0, 0, 
0.18, 0.01, 0.51, 0.05, 0.19, 0.02, 0.04, 0, 0, 0, 
0.12, 0.01, 0.45, 0.05, 0.25, 0.06, 0.06, 0, 0, 0, 
0.13, 0.01, 0.62, 0.04, 0.04, 0.03, 0.13, 0, 0, 0, 
0.13, 0.01, 0.48, 0.08, 0.23, 0.04, 0.03, 0, 0, 0, 
0.12, 0.01, 0.53, 0.03, 0.14, 0.07, 0.1, 0, 0, 0, 
0.14, 0.01, 0.42, 0.06, 0.17, 0.04, 0.11, 0.02, 0.03, 0, 
0.12, 0.01, 0.48, 0.03, 0.16, 0.02, 0.12, 0.04, 0.02, 0, 
0.0916667, 0.00833333, 0.458333, 0.05, 0.108333, 0.0166667, 0.158333, 0.0166667, 0.0916667, 0, 
0.15, 0.01, 0.5, 0.12, 0.22, 0, 0, 0, 0, 0, 
0.16, 0.01, 0.64, 0.07, 0.12, 0, 0, 0, 0, 0, 
