0.967598, 1.05513, 1, 
0.966502, 1.0672, 1, 
0.961999, 1.06813, 1, 
0.939841, 1.07431, 1, 
0.956278, 1.07601, 3, 
0.948399, 1.08871, 1, 
0.951857, 1.07233, 1, 
0.94561, 1.10863, 2, 
0.876693, 1.1009, 1, 
0.889524, 1.09991, 1, 
0.953402, 1.06309, 1, 
0.852597, 1.41379, 2, 
0.797676, 1.33707, 3, 
0.8493, 1.09465, 1, 
0.956995, 1.06065, 2, 
0.818121, 1.10507, 1, 
0.813829, 1.09192, 1, 
0.813255, 1.08587, 1, 
0.834426, 1.09839, 1, 
0.955298, 1.06199, 2, 
0.958977, 1.06566, 1, 
0.963617, 1.06357, 1, 
0.860222, 1.1937, 2, 
0.851513, 1.06596, 1, 
0.848837, 1.06499, 1, 
0.873191, 1.05823, 1, 
0.806126, 1.19516, 3, 
0.671305, 1.55991, 2, 
0.787073, 1.16697, 1, 
0.813953, 1.07431, 1, 
0.765769, 1.11701, 1, 
0.694455, 1.23989, 1, 
0.880822, 1.08423, 1, 
0.851785, 1.07564, 1, 
0.817922, 1.15095, 1, 
0.91803, 1.05425, 1, 
0.883255, 1.14266, 1, 
0.872204, 1.08631, 1, 
0.845649, 1.14591, 1, 
0.757668, 1.34792, 2, 
0.793225, 1.11467, 1, 
0.798678, 1.11231, 1, 
0.702751, 1.2863, 2, 
0.822009, 1.06687, 1, 
0.714453, 1.14675, 1, 
0.840672, 1.36864, 2, 
0.688279, 1.2517, 1, 
0.843542, 1.20411, 1, 
0.786565, 1.45623, 2, 
0.868351, 1.05861, 1, 
