0.707969, 1.31753, 1, 
0.699313, 1.26752, 1, 
0.649978, 1.60997, 2, 
0.663995, 1.65593, 2, 
0.733964, 1.29472, 2, 
0.712411, 1.22088, 1, 
0.75041, 1.21788, 1, 
0.640671, 1.3046, 1, 
0.716371, 1.23925, 1, 
0.767467, 1.22857, 1, 
0.666209, 1.27481, 1, 
0.741347, 1.253, 2, 
0.751577, 1.24006, 2, 
0.581815, 1.22067, 1, 
0.616259, 1.16358, 1, 
0.765204, 1.24339, 1, 
0.707221, 1.25713, 1, 
0.701448, 1.19886, 1, 
0.74946, 1.28825, 1, 
0.731829, 1.22696, 2, 
0.678282, 1.36224, 2, 
0.704375, 1.35056, 1, 
0.701622, 1.44232, 2, 
0.726282, 1.28925, 1, 
0.565488, 1.34634, 1, 
0.650785, 1.14962, 1, 
0.726327, 1.27732, 2, 
0.77821, 1.37766, 2, 
0.77984, 1.08263, 1, 
0.533879, 1.81609, 2, 
0.691191, 1.4769, 3, 
0.517234, 1.18132, 1, 
0.913398, 1.06026, 0, 
0.730479, 1.24873, 1, 
0.643038, 1.28798, 2, 
0.727858, 1.27546, 1, 
0.598745, 1.29778, 1, 
0.55678, 1.18828, 1, 
0.620672, 1.52073, 2, 
0.647227, 1.591, 2, 
0.659704, 1.50362, 1, 
0.650014, 1.58181, 2, 
0.705393, 1.52013, 2, 
0.668813, 1.4118, 2, 
0.640809, 1.392, 2, 
0.645192, 1.61063, 2, 
0.62889, 1.42065, 1, 
0.717082, 1.29907, 1, 
0.633549, 1.40315, 1, 
0.743279, 1.22776, 1, 
